src_report_type,src_index_page,src_index_year,src_detail_page,src_attachment_index,src_url_published,src_url,src_url_display,src_url_canonicalised,src_filename,src_area,src_block,src_operator,src_date_text,src_date_parsed,src_year,src_is_redacted,src_variant_suffix,src_parse_note,src_index_date_occurred,src_index_time,src_index_lease_number,src_index_area_block,src_index_accident_type,src_index_row_count,src_panel_number,src_panel_title,src_panel_publication_date,src_sha256,src_fetch_note
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports/district-investigation-reports-archive,2006,,0,https://www.bsee.gov/sites/bsee.gov/files/060411-pdf.pdf,https://www.bsee.gov/sites/bsee.gov/files/060411-pdf.pdf,https://www.bsee.gov/sites/bsee.gov/files/060411-pdf.pdf,false,060411-pdf.pdf,,,,060411-pdf,2006-04-11,2006,false,,archive_yymmdd_filename;no_area_block_in_filename,04-11-2006,14:00,G01153,VR/256,Fire - Injury,1,,,,798052649aa837157087617646fe6bb826a9ff30ad622244ddbfb261706b94e5,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports/district-investigation-reports-archive,2007,,0,https://www.bsee.gov/sites/bsee.gov/files/070219-pdf.pdf,https://www.bsee.gov/sites/bsee.gov/files/070219-pdf.pdf,https://www.bsee.gov/sites/bsee.gov/files/070219-pdf.pdf,false,070219-pdf.pdf,,,,070219-pdf,2007-02-19,2007,false,,archive_yymmdd_filename;no_area_block_in_filename,02-19-2007,20:20,G15860,GB/244,Required Evacuation - LTA (>3 days) - Other Lifting Device,1,,,,48f83db0865f277c296b4216373a7fe34270f73c25dbcf3a226ebd10b135cf88,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports/district-investigation-reports-archive,2011,,0,https://www.bsee.gov/sites/bsee.gov/files/110201-pdf.pdf,https://www.bsee.gov/sites/bsee.gov/files/110201-pdf.pdf,https://www.bsee.gov/sites/bsee.gov/files/110201-pdf.pdf,false,110201-pdf.pdf,,,,110201-pdf,2011-02-01,2011,false,,archive_yymmdd_filename;no_area_block_in_filename,02-01-2011,15:00,G02391,HI/A571,Fire - Other,1,,,,9a0160f1ea78141dd7e1f5c7480cde69e5bae0d14545d54fa3ec893f7acbf396,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2017,,0,/sites/bsee.gov/files/2010-report-3oct2017-arena-travel-block.pdf,https://www.bsee.gov/sites/bsee.gov/files/2010-report-3oct2017-arena-travel-block.pdf,https://www.bsee.gov/sites/bsee.gov/files/2010-report-3oct2017-arena-travel-block.pdf,false,2010-report-3oct2017-arena-travel-block.pdf,,,arena travel block,3oct2017,2017-10-03,2017,false,,no_area_block_in_filename,07-20-2017,16:45,G03331,EI 251,Travel Block Incident,1,,,,9fd984f633b145ef99d78ea0a1fa1d48a5fe14e12df9cc2af1fedc0fb3a5e249,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-04/2010%20Arena%20HI%20547%20B%2005.JAN_.2023%20Redacted.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-04/2010%20Arena%20HI%20547%20B%2005.JAN_.2023%20Redacted.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-04/2010 Arena HI 547 B 05.JAN_.2023 Redacted.pdf,false,2010 Arena HI 547 B 05.JAN_.2023 Redacted.pdf,HI,547 B,Arena,05.JAN_.2023,2023-01-05,2023,true,,,01-05-2023,1730,G02705,HI A 547,Fire,1,,,,7c21dbc1d19443334c8551b53b1994f1ef4a6c3b58c9bd7159608bca51c855a1,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-04/2010%20Shell%20AC%20857%2003.JAN_.2023%20Redacted.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-04/2010%20Shell%20AC%20857%2003.JAN_.2023%20Redacted.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-04/2010 Shell AC 857 03.JAN_.2023 Redacted.pdf,false,2010 Shell AC 857 03.JAN_.2023 Redacted.pdf,AC,857,Shell,03.JAN_.2023,2023-01-03,2023,true,,,01-03-2023,2217,G17565,AC 857,"Fire, Required Muster, Incident > $25,000",1,,,,e3525fb6dc185f9b35b91b4a4796a600025a74652e3f36b3f90027ab0b77c382,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2022,,0,/sites/bsee.gov/files/2023-04/Cantium%20MP%2042%20D%2008-NOV-22.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-04/Cantium%20MP%2042%20D%2008-NOV-22.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-04/Cantium MP 42 D 08-NOV-22.pdf,false,Cantium MP 42 D 08-NOV-22.pdf,MP,42 D,Cantium,08-NOV-22,2022-11-08,2022,false,,,11-8-2022,06:45,G00375,MP 42 D,"Required Evacuation, LTA (>3 days)",1,,,,02bcb7272d528dac1f75c987ad6f40656fdf64fb73f85ed65a368c52c9e9c13e,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-05/SM%20130%2004Feb23%20Redacted%202010.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-05/SM%20130%2004Feb23%20Redacted%202010.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-05/SM 130 04Feb23 Redacted 2010.pdf,false,SM 130 04Feb23 Redacted 2010.pdf,SM,130,,04Feb23,2023-02-04,2023,true,,no_operator_in_filename,02-04-2023,1405,G02280,SM 130,Fire,1,,,,bbeb4d597e9a212b3543c93e387f6827254ee8590d6a3e21e2431d985cc9d449,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2022,,0,/sites/bsee.gov/files/2023-05/SM%20130A_Talos_14-NOV-2022.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-05/SM%20130A_Talos_14-NOV-2022.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-05/SM 130A_Talos_14-NOV-2022.pdf,false,SM 130A_Talos_14-NOV-2022.pdf,SM,130A,Talos,14-NOV-2022,2022-11-14,2022,false,,,11-14-2022,0840,G02280,SM 130 A,RW/JT > 3 Days,1,,,,91d8c14944b9be4d1396e48fc4331abcb871e538de7267b335c5a7216b45900d,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2022,,0,/sites/bsee.gov/files/2023-06/GC%20205_Chevron_13-SEP-2022.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-06/GC%20205_Chevron_13-SEP-2022.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-06/GC 205_Chevron_13-SEP-2022.pdf,false,GC 205_Chevron_13-SEP-2022.pdf,GC,205,Chevron,13-SEP-2022,2022-09-13,2022,false,,,09-13-2022,1245,G05911,GC 205 A,Crane,1,,,,17a647b028dbb98eb4b2105cf23c328d45e810698099d9fa28b1a3fce0d65a6a,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2021,,0,/sites/bsee.gov/files/2023-06/SS%2072_Sanare_13-DEC-2021.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-06/SS%2072_Sanare_13-DEC-2021.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-06/SS 72_Sanare_13-DEC-2021.pdf,false,SS 72_Sanare_13-DEC-2021.pdf,SS,72,Sanare,13-DEC-2021,2021-12-13,2021,false,,,12-13-2021,1115,00060,SS 72 OF,Crane - >25K,1,,,,26dbe848e53ba0c7a99b45ca2105ceb24e372e348da2eadb571aa83080f00b57,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-07/18-FEB-2023%20BP%20MC%20778%20PDQ.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-07/18-FEB-2023%20BP%20MC%20778%20PDQ.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-07/18-FEB-2023 BP MC 778 PDQ.pdf,false,18-FEB-2023 BP MC 778 PDQ.pdf,MC,778,BP PDQ,18-FEB-2023,2023-02-18,2023,false,,,02-18-2023,2127,G09868,MC 778,"RW/JT (1-3 days), Other - Lifting - Dropped Drill Pipe",1,,,,3a4d4cb6a82dae1beda9b96a86b4e2954bc45d1baf89dffc2517afaa70914c62,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-07/MC%20807%20A%20Shell%2024-FEB-23.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-07/MC%20807%20A%20Shell%2024-FEB-23.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-07/MC 807 A Shell 24-FEB-23.pdf,false,MC 807 A Shell 24-FEB-23.pdf,MC,807 A,Shell,24-FEB-23,2023-02-24,2023,false,,,02-24-2023,1115,G07963,MC 807,Injury Requiring Evacuation - LTA (>3 days),1,,,,0fea6c029cd44cf66654a6ab41c150302d021560b7e6fbfd0ea762b652e713af,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-07/MC%20854%20Shell%2021-MAR-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-07/MC%20854%20Shell%2021-MAR-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-07/MC 854 Shell 21-MAR-2023.pdf,false,MC 854 Shell 21-MAR-2023.pdf,MC,854,Shell,21-MAR-2023,2023-03-21,2023,false,,,03-21-2023,1645,,MC 854,"Injury Requiring Evacuation - LTA (>3 days), Crane, Other - Material Handing",1,,,,1968cb799f825c629f44c30da999e85cecf51be7fbc140e9f27aea82e05e1a5e,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-07/MP%20311%20GOM%20Shelf%2012-MAR-23.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-07/MP%20311%20GOM%20Shelf%2012-MAR-23.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-07/MP 311 GOM Shelf 12-MAR-23.pdf,false,MP 311 GOM Shelf 12-MAR-23.pdf,MP,311,GOM Shelf,12-MAR-23,2023-03-12,2023,false,,,03-12-2023,1630,G02213,MP 311,"Injury Requiring Evacuation - LTA (>3 days), Other - Pressure Release",1,,,,4906351a6690aae6554092d21a9ab1c0fc9b870cde5b1be490c7ab16305ffb3a,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-07/WD%2073%20COX%2017-Feb-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-07/WD%2073%20COX%2017-Feb-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-07/WD 73 COX 17-Feb-2023.pdf,false,WD 73 COX 17-Feb-2023.pdf,WD,73,COX,17-Feb-2023,2023-02-17,2023,false,,,2-17-2023,0430,G01083,WD 73,"Required Muster, Shutdown from Gas Release, Incident > $25,000",1,,,,f88bc41dd38b55bfe091cfc44c282ff4b36cc547d6bdbcc73f61899075ec1f7f,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-08/AC%20857%20Shell%20Fire%2021-June-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-08/AC%20857%20Shell%20Fire%2021-June-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-08/AC 857 Shell Fire 21-June-2023.pdf,false,AC 857 Shell Fire 21-June-2023.pdf,AC,857,Shell Fire,21-June-2023,2023-06-21,2023,false,,,06-21-2023,0920,G17565,AC 857,"Fire, Required Muster, Incident > $25,000",1,,,,a7a6825c798fe0f2e7f46d7898e0e40670c877c002096ddad9b1f9b24966fd56,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-08/EC%2071%20ECOP%2025-MAY-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-08/EC%2071%20ECOP%2025-MAY-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-08/EC 71 ECOP 25-MAY-2023.pdf,false,EC 71 ECOP 25-MAY-2023.pdf,EC,71,ECOP,25-MAY-2023,2023-05-25,2023,false,,,05-25-2023,0115,G13576,EC 71,Pollution,1,,,,4ed11a41da11986805dcc9bb544e0e3830bd0a140fb539dac1314b36646d4f15,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-08/GB-216_Tranocean_21-APR-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-08/GB-216_Tranocean_21-APR-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-08/GB-216_Tranocean_21-APR-2023.pdf,false,GB-216_Tranocean_21-APR-2023.pdf,GB,216,Tranocean,21-APR-2023,2023-04-21,2023,false,,,04-21-2023,1200,G14224,GB 216,Other: EDS,1,,,,b8f3139fea41fa0a99801d72d498e729c096df253fc1939e1f1da23d863bf4dd,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-08/HI%20A%20382%20Apache%20Crane%2002-Jun-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-08/HI%20A%20382%20Apache%20Crane%2002-Jun-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-08/HI A 382 Apache Crane 02-Jun-2023.pdf,false,HI A 382 Apache Crane 02-Jun-2023.pdf,HI,A 382,Apache Crane,02-Jun-2023,2023-06-02,2023,false,,,06-02-2023,1230,G02757,HI A 382 F,"Crane, Incident > $25K, Other - Repair & Maint.",1,,,,f92277a26d320a222ceeb3dc84a424b31e06a9ccd83fa9abc947c6f339719969,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-08/MC%20941-A%20Equinor%2010-May-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-08/MC%20941-A%20Equinor%2010-May-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-08/MC 941-A Equinor 10-May-2023.pdf,false,MC 941-A Equinor 10-May-2023.pdf,MC,941 A,Equinor,10-May-2023,2023-05-10,2023,false,,,05-10-2023,0933,G16661,MC 941 A,Required muster,1,,,,11617625c5cb667be6e5cc4a184121310d930682a6e19cd8063f8b616358aec4,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-09/WR%2051_BOE%20Exploration_7-JAN-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-09/WR%2051_BOE%20Exploration_7-JAN-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-09/WR 51_BOE Exploration_7-JAN-2023.pdf,false,WR 51_BOE Exploration_7-JAN-2023.pdf,WR,51,BOE Exploration,7-JAN-2023,2023-01-07,2023,false,,,01-07-2023,1920,G31938,WR 51,Other: Lifting,1,,,,29c3864a321ea31fe5cf4db81461c8a260ba406c96bfa960923ca83bf6fa71b1,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-10/VR%20170%20Gulf%20Offshore%2003-July-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-10/VR%20170%20Gulf%20Offshore%2003-July-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-10/VR 170 Gulf Offshore 03-July-2023.pdf,false,VR 170 Gulf Offshore 03-July-2023.pdf,VR,170,Gulf Offshore,03-July-2023,2023-07-03,2023,false,,,07-03-2023,1500,G33596,VR 170,"Required Evacuation, LTA (1-3 days)",1,,,,573326945648018ae8ca989f4a0ac80f31cb0882b2165b2f00f9d54829278ae4,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-11/EI%20158JB_Apache_21-SEP-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-11/EI%20158JB_Apache_21-SEP-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-11/EI 158JB_Apache_21-SEP-2023.pdf,false,EI 158JB_Apache_21-SEP-2023.pdf,,,EI 158JB Apache,21-SEP-2023,2023-09-21,2023,false,,no_area_block_in_filename,09-21-2023,0100,G01220,EI 158 JB,Required Evacuation - RW/JT (> 3 days),1,,,,52bcc45ec783dfdc052ae6af34a7441f171113868e9503ba4d898e7c7b3dc34a,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-11/MP%20270%20Walter%20Oil%20and%20Gas%20Injury%203-Jul-2023%20%281%29.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-11/MP%20270%20Walter%20Oil%20and%20Gas%20Injury%203-Jul-2023%20%281%29.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-11/MP 270 Walter Oil and Gas Injury 3-Jul-2023 (1).pdf,false,MP 270 Walter Oil and Gas Injury 3-Jul-2023 (1).pdf,MP,270,Walter Oil and Gas Injury,3-Jul-2023,2023-07-03,2023,false,(1),,07-03-2023,1545,G22812,MP 270,"Required Evacuation, RW/JT (1-3 days)",1,,,,103e604a7e04b41d263c89e648573f6f9759a2e8c9dc4e63de0eb9001e1f14bc,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-11/WC%2033%20Apache%20Injury%2010-AUG-23.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-11/WC%2033%20Apache%20Injury%2010-AUG-23.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-11/WC 33 Apache Injury 10-AUG-23.pdf,false,WC 33 Apache Injury 10-AUG-23.pdf,WC,33,Apache Injury,10-AUG-23,2023-08-10,2023,false,,,08-10-2023,1735,G15050,WC 33,"Required Evacuation, LTA (>3 days)",1,,,,4dda711e9497eda387ce86706cf4c64812160839aab7da104c361e5c5903f437,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-12/AC%20857%20Shell%2004-Sep-2023%20.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-12/AC%20857%20Shell%2004-Sep-2023%20.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-12/AC 857 Shell 04-Sep-2023 .pdf,false,AC 857 Shell 04-Sep-2023 .pdf,AC,857,Shell,04-Sep-2023,2023-09-04,2023,false,,,09-04-2023,1320,G17565,AC 857,Pollution,1,,,,cfca492c2b5ee4414bc903d1b87b5fcf58914d305ebdd7718b63083d278297c5,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-12/HI%20A%20379%20W%26T%20Offshore%2004-Sep-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-12/HI%20A%20379%20W&T%20Offshore%2004-Sep-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-12/HI A 379 W&T Offshore 04-Sep-2023.pdf,false,HI A 379 W&T Offshore 04-Sep-2023.pdf,HI,A 379,W&T Offshore,04-Sep-2023,2023-09-04,2023,false,,,09-04-2023,0900,G13808,HI A 379,"Required Evacuation, LTA (>3 days)",1,,,,584ad52407a76727626817033c8a31635a2c753ea74fa0cb98069e8962443178,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-12/SM%20281C_Apahe_09-SEP-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-12/SM%20281C_Apahe_09-SEP-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-12/SM 281C_Apahe_09-SEP-2023.pdf,false,SM 281C_Apahe_09-SEP-2023.pdf,SM,281C,Apahe,09-SEP-2023,2023-09-09,2023,false,,,09-09-2023,1600,G02600,SM 281 C,Shutdown from gas release,1,,,,68071ab3e23ba26402ceb45ede5d60a70f73c79ef013fd4af9c820f0b56f69b9,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-12/SM130B_Talos_12-MAY-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-12/SM130B_Talos_12-MAY-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-12/SM130B_Talos_12-MAY-2023.pdf,false,SM130B_Talos_12-MAY-2023.pdf,,,SM130B Talos,12-MAY-2023,2023-05-12,2023,false,,no_area_block_in_filename,05-12-2023,1605,G02280,SM 130 B,"Crane, Incident > 25K",1,,,,0159c2c0b9b37bfcc85e89e53309825ad78467bdfd20ff3987d9af38733bcce3,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2023-12/VK%20900%20Cox%20%2022-JUL-23.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-12/VK%20900%20Cox%20%2022-JUL-23.pdf,https://www.bsee.gov/sites/bsee.gov/files/2023-12/VK 900 Cox  22-JUL-23.pdf,false,VK 900 Cox  22-JUL-23.pdf,VK,900,Cox,22-JUL-23,2023-07-22,2023,false,,,07-22-2023,1300,G02445,VK 900,"Required Evacuation, Fire",1,,,,d326ce6326dd7e1ca83f746d7ae88f5897281c706ccaa818266ecd9a9c309cf9,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2024-01/MC%20941-A%20Equinor%2019-June-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2024-01/MC%20941-A%20Equinor%2019-June-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2024-01/MC 941-A Equinor 19-June-2023.pdf,false,MC 941-A Equinor 19-June-2023.pdf,MC,941 A,Equinor,19-June-2023,2023-06-19,2023,false,,,06-19-2023,0800,G16661,MC 941 A,"Mooring Line Failure, <$25K",1,,,,e73418680aaef7ad5edee6b7e36748071edd32dc985953777fbf3b7d293ba24f,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2024-01/MO%20916-AP%20Cox%20%2022-Nov-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2024-01/MO%20916-AP%20Cox%20%2022-Nov-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2024-01/MO 916-AP Cox  22-Nov-2023.pdf,false,MO 916-AP Cox  22-Nov-2023.pdf,MO,916,AP Cox,22-Nov-2023,2023-11-22,2023,false,,,11-22-2023,1130,G05753,MO 916 AP,"Required Evacuation, LTA (>3 days)",1,,,,e5387585a4cbc22c0d59f07d6d864ec8c8bc8c78445ff8d42283d1a45a94daf6,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2024-01/SP%2028%20Whitney%20%2021-Sep-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2024-01/SP%2028%20Whitney%20%2021-Sep-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2024-01/SP 28 Whitney  21-Sep-2023.pdf,false,SP 28 Whitney  21-Sep-2023.pdf,SP,28,Whitney,21-Sep-2023,2023-09-21,2023,false,,,09-21-2023,0745,00694,SP 28-13V,"Loss of Well Control, Pollution",1,,,,fb6faadcd2836f92e064b1351cb4e432cd1d5ff02eb75cbeb3b1bd0e4303ff11,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2024-01/SP%2083-A%20Arena%2021-Sept-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2024-01/SP%2083-A%20Arena%2021-Sept-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2024-01/SP 83-A Arena 21-Sept-2023.pdf,false,SP 83-A Arena 21-Sept-2023.pdf,SP,83 A,Arena,21-Sept-2023,2023-09-21,2023,false,,,09-21-2023,1505,G05052,SP 83 A,Injury,1,,,,15162dec819c800e0818ec83b4de258d5f9488753280972316a30725e7dd4bd6,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2024-02/AC%20735%20Shell%2008-Dec-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2024-02/AC%20735%20Shell%2008-Dec-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2024-02/AC 735 Shell 08-Dec-2023.pdf,false,AC 735 Shell 08-Dec-2023.pdf,AC,735,Shell,08-Dec-2023,2023-12-08,2023,false,,,12-23-2023,0845,,AC 735,"Required Evacuation, LTA (>3 days)",1,,,,56e2cf80ef2be362298459e360754915b7f12adfdf1a484d5f17ad72bbf168c5,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2024-02/EI%20252I_Arena_20-AUG-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2024-02/EI%20252I_Arena_20-AUG-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2024-02/EI 252I_Arena_20-AUG-2023.pdf,false,EI 252I_Arena_20-AUG-2023.pdf,EI,252I,Arena,20-AUG-2023,2023-08-20,2023,false,,,08-20-2023,1000,G00983,EI 2521 I,"Crane, Incident > 25 K",1,,,,76b57f637a2c034cd2397a83b37cc4bd1541a7dbc59cd501c2374eb4ca8e0e5a,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2024-02/MC%20127%20Anadarko%2021-Oct-2023%20Redacted.pdf,https://www.bsee.gov/sites/bsee.gov/files/2024-02/MC%20127%20Anadarko%2021-Oct-2023%20Redacted.pdf,https://www.bsee.gov/sites/bsee.gov/files/2024-02/MC 127 Anadarko 21-Oct-2023 Redacted.pdf,false,MC 127 Anadarko 21-Oct-2023 Redacted.pdf,MC,127,Anadarko,21-Oct-2023,2023-10-21,2023,true,,,10-21-2023,1304,G19925,MC 127,Crane,1,,,,da17a7015f1c0417db9fde3450172582aa754da6013abf168829c877d31c6dd6,
district,https://www.bsee.gov/what-we-do/incident-investigations/offshore-incident-investigations/district-investigation-reports,2023,,0,/sites/bsee.gov/files/2024-02/MC%20547%20LLOG%2024-Dec-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2024-02/MC%20547%20LLOG%2024-Dec-2023.pdf,https://www.bsee.gov/sites/bsee.gov/files/2024-02/MC 547 LLOG 24-Dec-2023.pdf,false,MC 547 LLOG 24-Dec-2023.pdf,MC,547,LLOG,24-Dec-2023,2023-12-24,2023,false,,,12-24-2023,0743,G32334,MC 547,"Fire, Incident > 25K, Muster",1,,,,b8d3c2d3ff9c5382e3a2ad9b63e3cff5767a802562c03e09f022f56cfc6582f3,
